,TP Sex ratio (males per 100 females),TP18 Sex ratio (males per 100 females),TP65 Sex ratio (males per 100 females),One Race White,One Race Black or African American,One Race American Indian and Alaska Native,One Race Asian,One Race Asian Indian,One Race Chinese,One Race Filipino,One Race Japanese,One Race Korean,One Race Vietnamese,One Race Other Asian,One Race Native Hawaiian and Other Pacific Islander,One Race Some other race,Two Plus White and Black or African American,Two Plus White and American Indian and Alaska Native,Two Plus White and Asian,Two Plus Black or African American and American Indian and Alaska Native,        Hispanic or Latino (of any race),Latino - Mexican,Latino - Puerto Rican,Latino - Cuban,            Other Hispanic or Latino,"Citizen, 18 and over population",CVAP Male,CVAP Female
"Congressional District 4 (116th Congress), Minnesota!!2019 Estimate",95.9,93.3,77.2,483436.4721340000,74480.940072,2758.553336,88963.34508600000,6896.383340000000,6896.383340000000,4827.468338000000,689.638334,3448.1916700000000,2758.553336,64136.365062000000,0.0,11034.213344,483.754656,211.64266200000000,241.877328,0.0,48231.491,31674.412000000000,2879.492,719.873,13677.587,516588.0,248478.828,268109.172
"Congressional District 5 (116th Congress), Minnesota!!2019 Estimate",99.6,99.3,76.6,463413.280512,115163.71703200000,5516.824768,38617.773376,7585.634056000000,5516.824768,689.603096,689.603096,2758.412384,4827.221672,17240.077400000000,689.603096,32411.345512,556.3184640000000,278.15923200000000,312.9291360000000,34.769904000000000,71712.92700000000,44911.126,4346.238,724.373,21006.817,535070.0,265394.72,269675.28
"Congressional District 6 (116th Congress), Minnesota!!2019 Estimate",101.5,101.0,91.0,631256.004694,29113.044086000000,2840.296984,18461.930396000000,710.074246,1420.148492,1420.148492,0.0,1420.148492,3550.37123,9941.039444,0.0,9230.965198000000,170.59278600000000,94.77377,132.683278,18.954754,24786.986,14580.58,2187.087,729.029,7290.29,533104.0,268684.416,264419.584
"Congressional District 7 (116th Congress), Minnesota!!2019 Estimate",99.5,98.0,87.6,591275.6495360000,10465.055744000000,21584.177472000000,6540.65984,654.0659840000000,654.0659840000000,0.0,0.0,654.0659840000000,1308.1319680000000,3270.32992,1308.1319680000000,9810.98976,56.120064000000000,140.30016,28.060032000000000,0.0,34740.992000000000,26723.84,1336.192,668.096,6012.8640000000000,501373.0,248179.635,253193.365
"Congressional District 8 (116th Congress), Minnesota!!2019 Estimate",102.2,101.2,91.1,604228.18365,7185.416238,15024.052134000000,5225.757264,653.219658,653.219658,653.219658,0.0,653.219658,653.219658,2612.878632,0.0,3266.09829,108.758052,235.64244600000000,54.379026,18.126342,12755.574,7384.8060000000000,671.346,671.346,4028.076,527314.0,264711.628,262602.372
"Congressional District 1 (116th Congress), Mississippi!!2019 Estimate",94.7,91.6,76.0,507544.85558400000,220341.32952000000,759.797688,8357.774568,1519.595376,759.797688,1519.595376,759.797688,0.0,3798.98844,0.0,0.0,13676.358384000000,55.369872,18.456624,18.456624,0.0,25377.858,19994.676000000000,1538.0520000000000,769.0260000000000,3845.13,579478.0,276990.484,302487.516
"Congressional District 2 (116th Congress), Mississippi!!2019 Estimate",93.7,90.2,75.6,209771.40888,459303.4116,3427.6374,3427.6374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2742.10992,48.47164,6.92452,0.0,6.92452,13156.588,6924.52,692.452,2769.808,2077.356,519040.0,245505.92000000000,273534.08
"Congressional District 3 (116th Congress), Mississippi!!2019 Estimate",91.5,90.2,74.9,443513.43872,259510.342656,7330.80064,8796.960768,3665.40032,2932.320256,733.080064,0.0,733.080064,733.080064,733.080064,0.0,8063.880704000000,29.55968,5.911936,5.911936,0.0,17735.808,9606.896,1477.984,738.992,5172.9440000000000,560442.0,265089.066,295352.934
"Congressional District 4 (116th Congress), Mississippi!!2019 Estimate",92.6,90.6,80.2,539636.001905,177362.881745,3018.942668,9811.563671000000,0.0,754.735667,2264.207001,0.0,754.735667,5283.149669000000,0.0,0.0,4528.414002,209.43333000000000,125.65999800000000,125.65999800000000,20.943333000000000,34129.876000000000,14737.901,6205.432,1551.358,11635.185,587363.0,279584.788,307778.212
"Congressional District 1 (116th Congress), Missouri!!2019 Estimate",89.9,86.1,67.8,300333.3101,346266.63988,1413.333224,24733.331420000000,7066.66612,7773.332732000000,2119.999836,0.0,706.666612,3533.33306,2826.666448,0.0,13426.665628000000,316.58082000000000,42.210776000000000,63.316164,21.105388000000000,26199.792,18194.3,1455.544,727.772,5822.176,547921.0,252591.581,295329.419
"Congressional District 2 (116th Congress), Missouri!!2019 Estimate",92.7,89.7,77.6,652285.278036,27209.194236000000,1470.767256,33827.646888,13972.288932,8824.603536,2941.534512,735.383628,1470.767256,2941.534512,2941.534512,1470.767256,2941.534512,115.79660400000000,66.16948800000000,115.79660400000000,0.0,23309.706,12030.816,2255.7780000000000,2255.7780000000000,7519.26,576008.0,271875.776,304132.224
"Congressional District 3 (116th Congress), Missouri!!2019 Estimate",100.8,99.4,85.9,720814.9118170000,31442.308040000000,3144.2308040000000,10218.750113000000,2358.1731030000000,2358.1731030000000,2358.1731030000000,786.0577010000000,786.0577010000000,786.0577010000000,786.0577010000000,0.0,3930.2885050000000,168.61299000000000,84.30649500000000,50.58389700000000,16.861299000000000,21678.813000000000,12846.704,1605.838,802.919,6423.352,608065.0,302816.37,305248.63
"Congressional District 4 (116th Congress), Missouri!!2019 Estimate",99.5,96.8,82.4,663933.47912,35180.24072,3742.5788000000000,14221.79944,1497.03152,4491.0945600000000,2245.5472800000000,0.0,2994.06304,0.0,2245.5472800000000,1497.03152,3742.5788000000000,407.22360000000000,217.18592,135.74120000000000,27.14824,30250.896,19391.600000000000,4653.984,775.664,6205.312,590595.0,290572.74000000000,300022.26
"Congressional District 5 (116th Congress), Missouri!!2019 Estimate",95.3,92.3,75.4,515552.922345,159093.47822,3001.76374,12757.495895,3752.204675,1500.88187,2251.322805,750.440935,0.0,3001.76374,2251.322805,3001.76374,30768.078335000000,408.270975,190.526455,163.30839000000000,27.218065000000000,73099.946,51325.494000000000,2332.977,3888.295,15553.18,579431.0,278126.88,301304.12
"Congressional District 6 (116th Congress), Missouri!!2019 Estimate",96.4,94.4,80.7,670301.9346560000,33815.68056,3005.8382720000000,10520.433952,1502.9191360000000,3005.8382720000000,2254.378704,0.0,0.0,3005.8382720000000,751.4595680000000,2254.378704,6011.676544000000,359.022048,153.866592,153.866592,25.644432000000000,32638.368000000000,20981.808,3885.52,777.104,7771.04,586958.0,285848.54600000000,301109.454
"Congressional District 7 (116th Congress), Missouri!!2019 Estimate",96.6,94.0,78.9,694823.030616,14491.369464,6864.332904000000,10677.851184,762.703656,2288.110968,1525.407312,0.0,762.703656,3050.814624,3050.814624,762.703656,10677.851184,302.560128,327.773472,75.640032,0.0,42547.518000000000,27577.095,2363.751,0.0,12606.672,594430.0,287109.69,307320.31
"Congressional District 8 (116th Congress), Missouri!!2019 Estimate",97.7,97.8,81.5,666031.2961200000,34749.458928,2171.841183,6515.5235490000000,1447.894122,1447.894122,2171.841183,0.0,723.947061,0.0,0.0,723.947061,1447.894122,87.639573,75.119634,12.519939,0.0,13992.873,9574.071000000000,1472.934,1472.934,2209.401,566910.0,280053.54,286856.46
"Congressional District (at Large) (116th Congress), Montana!!2019 Estimate",101.0,99.6,91.2,908546.80224,7227.076836000000,65043.691524000000,8259.516384,1032.439548,2064.879096,2064.879096,1032.439548,1032.439548,0.0,2064.879096,0.0,7227.076836000000,109.01535600000000,617.7536840000000,181.69226000000000,36.338452000000000,40613.564,29925.784000000000,2137.556,1068.778,7481.446000000000,831760.0,415048.24,416711.76
"Congressional District 1 (116th Congress), Nebraska!!2019 Estimate",102.2,100.0,81.9,558292.4980560000,17743.688928000000,9505.547640000000,17109.985752,1267.406352,3168.51588,1267.406352,633.703176,1267.406352,6337.03176,2534.812704,1267.406352,12040.360344000000,182.54824000000000,109.52894400000000,109.52894400000000,0.0,65195.8,42377.270000000000,2607.832,2607.832,18254.824000000000,475365.0,235305.675,240059.325
"Congressional District 2 (116th Congress), Nebraska!!2019 Estimate",97.2,94.7,77.3,535122.9623520000,65565.80850600000,4635.966258,24504.39307800000,5298.247152000000,1986.8426820000000,1324.5617880000000,1324.5617880000000,1986.8426820000000,3973.6853640000000,9271.932516,0.0,10596.494304000000,293.81437800000000,67.803318,158.207742,0.0,81500.958,59584.734,4109.292,684.8820000000000,16437.168,472694.0,229729.28400000000,242964.71600000000
"Congressional District 3 (116th Congress), Nebraska!!2019 Estimate",100.5,99.2,85.0,527687.202944,8775.28608,4095.133504,4095.133504,585.019072,585.019072,0.0,585.019072,585.019072,585.019072,1170.038144,0.0,27495.896384000000,50.195712,100.391424,37.646784000000000,0.0,72903.296,54976.256,1195.136,3585.408,13146.496000000000,440891.0,218241.04500000000,222649.95500000000
"Congressional District 1 (116th Congress), Nevada!!2019 Estimate",101.8,101.4,88.3,350799.725332,82581.258298,11602.325546000000,63471.54563400000,2729.958952,11602.325546000000,34806.976638,1364.979476,2047.469214,3412.44869,7507.387118000000,4777.428166,141275.37576600000,299.21262,119.68504800000000,239.37009600000000,59.842524000000000,334833.17,246494.20600000000,9973.754000000000,20659.919000000000,57705.291000000000,423658.0,214370.948,209287.052
"Congressional District 2 (116th Congress), Nevada!!2019 Estimate",103.6,103.0,92.8,557647.0031800000,14207.566960000000,15628.323656000000,31967.025660000000,4972.648436,4972.648436,14207.566960000000,2841.5133920000000,2131.1350440000000,1420.7566960000000,2131.1350440000000,3551.8917400000000,62513.29462400000,212.229216,238.75786800000000,212.229216,0.0,173173.145,137801.609,5158.349000000000,736.907,29476.28,536143.0,270752.215,265390.785
"Congressional District 3 (116th Congress), Nevada!!2019 Estimate",97.0,95.0,81.8,521930.10936000000,71209.06918400000,4855.163808000000,112477.96155200000,6473.551744000000,21848.237136000000,54215.99585600000,6473.551744000000,7282.745712000000,5664.357776,9710.327616000000,5664.357776,47742.44411200000,432.027288,288.01819200000000,1008.0636720000000,48.00303200000000,145723.49000000000,97720.458,7714.773000000000,6857.576,32573.486,630813.0,309729.183,321083.817
"Congressional District 4 (116th Congress), Nevada!!2019 Estimate",100.8,99.8,93.3,466941.856524,114532.908204,8810.223708,41114.377304000000,2936.7412360000000,2202.555927,24962.300506000000,2936.7412360000000,1468.3706180000000,734.1853090000000,5873.482472000000,7341.8530900000000,58734.824720000000,631.291056,118.367073,355.101219,39.455691,247565.12,194957.532,9283.692000000000,7736.41,36361.127,521318.0,260659.0,260659.0
"Congressional District 1 (116th Congress), New Hampshire!!2019 Estimate",95.6,94.2,82.2,625818.85856,10789.98032,674.37377,18208.091790000000,4720.616390000000,4046.24262,2023.12131,674.37377,1348.74754,1348.74754,3371.8688500000000,0.0,6743.737700000000,61.80615000000000,61.80615000000000,74.16738000000000,0.0,28156.135000000000,2746.94,9614.290000000000,686.735,15794.905000000000,540722.0,262250.17,278471.83
"Congressional District 2 (116th Congress), New Hampshire!!2019 Estimate",100.5,99.1,84.4,605006.769952,10487.657984000000,1310.9572480000000,17042.444224000000,6554.786240000000,3277.3931200000000,1310.9572480000000,655.4786240000000,1310.9572480000000,0.0,3277.3931200000000,655.4786240000000,3932.8717440000000,87.48688,122.48163200000000,157.47638400000000,0.0,25573.088,5383.808,10094.64,1345.952,9421.664000000000,529493.0,263158.021,266334.979
"Congressional District 1 (116th Congress), New Jersey!!2019 Estimate",93.7,90.1,75.2,478919.52900000000,119729.88225000000,704.2934250000000,35214.67125000000,9155.814525000000,5634.347400000000,7042.93425,704.2934250000000,2817.1737000000000,6338.640825000000,4225.76055,0.0,47187.65947500000,315.44205,45.06315,135.18945,0.0,102482.325,9448.725,47970.450000000000,2180.475,42882.675,539844.0,255346.212,284497.788
"Congressional District 2 (116th Congress), New Jersey!!2019 Estimate",97.2,94.7,79.5,506097.53290000000,88225.11046500000,2051.746755,25304.876645000000,9574.81819,4787.409095,4103.49351,683.9155850000000,1367.8311700000000,4103.49351,683.9155850000000,683.9155850000000,38983.188345,280.07298000000000,46.678830000000000,140.03649000000000,23.339415000000000,121647.86000000000,34655.495,53751.38,1414.51,31826.475,528293.0,255165.519,273127.481
"Congressional District 3 (116th Congress), New Jersey!!2019 Estimate",93.3,91.9,74.3,561203.176044,81590.85366000000,1418.971368,26960.455992,10642.28526,4966.399788,4256.914104,709.485684,3547.42842,709.485684,2128.457052,0.0,13480.227996,397.42974000000000,26.495316000000000,238.45784400000000,26.495316000000000,66974.271,9567.753,32383.164000000000,2207.943,23551.392,568535.0,271759.73,296775.27
"Congressional District 4 (116th Congress), New Jersey!!2019 Estimate",97.9,94.1,76.9,635086.27518,45785.289606,738.472413,31015.841346,14030.975847000000,6646.251717,2953.889652,738.472413,2215.417239,738.472413,3692.362065,0.0,16246.393086,38.90634800000000,9.726587000000000,29.179761000000000,0.0,83798.28800000000,21697.771000000000,26186.965000000000,3740.995,32172.557000000000,536357.0,260133.145,276223.855
"Congressional District 5 (116th Congress), New Jersey!!2019 Estimate",95.3,92.4,80.8,564343.5726040000,39240.07142000000,713.455844,74912.86362000000,22117.131164,9274.925972,14982.572724,2140.3675320000000,19263.307788000000,0.0,6421.102596,0.0,14269.11688,191.77340400000000,21.308156,213.08156,0.0,107275.544,6612.876000000000,25716.74,8082.404,66863.524,538231.0,259965.573,278265.427
"Congressional District 6 (116th Congress), New Jersey!!2019 Estimate",97.3,94.5,79.1,434086.01132,76854.57249600000,711.6164120000000,131649.03622,82547.50379200000,18502.026712000000,11385.862592000000,711.6164120000000,2846.4656480000000,711.6164120000000,14943.944652000000,711.6164120000000,40562.135484,393.534232,84.328764,168.657528,28.109588,165698.62400000000,28109.588,49561.642,6657.534000000000,81369.86,502050.0,242992.20000000000,259057.80000000000
"Congressional District 7 (116th Congress), New Jersey!!2019 Estimate",96.1,94.4,80.1,536746.3307360000,35830.8632,1433.234528,84560.83715200000,39413.94952,22931.752448,10032.641696000000,1433.234528,5732.938112,1433.234528,4299.703584,0.0,40130.566784000000,70.48694400000000,52.865208,176.21736,0.0,104996.17700000000,16153.258000000000,17621.736,6608.151000000000,64613.03200000000,520886.0,251067.05200000000,269818.94800000000
"Congressional District 8 (116th Congress), New Jersey!!2019 Estimate",99.6,98.0,69.3,426565.03519800000,78966.191637,3690.008955,72324.175518,33210.080595,16974.041193000000,6642.016119000000,1476.003582,4428.010746,1476.003582,8118.019701,0.0,128412.31163400000,396.972926,28.355209000000000,141.776045,85.065627,424561.77800000000,29121.566,66673.059,29887.923,298879.23,420965.0,204168.025,216796.975
"Congressional District 9 (116th Congress), New Jersey!!2019 Estimate",95.4,94.5,78.3,464114.59307400000,65879.10491800000,1480.429324,101409.40869400000,21466.225198,12583.649254000000,8882.575944,2220.643986,42192.235734,740.214662,12583.649254000000,740.214662,84384.471468,221.07338000000000,44.214676,154.751366,22.107338,305691.12200000000,39640.744000000000,42690.03200000000,12197.152,211925.51600000000,476041.0,227547.598,248493.402
"Congressional District 10 (116th Congress), New Jersey!!2019 Estimate",92.7,89.2,67.8,227674.84699300000,373357.46613,2196.220389,46852.701632000000,20498.056964000000,5124.514241000000,13177.322334000000,732.0734630000000,1464.1469260000000,2196.220389,3660.367315,0.0,53441.362799000000,415.93351800000000,29.709537,178.257222,29.709537,152356.6,6094.264,44945.197,3808.915,97508.224,506649.0,235085.13600000000,271563.864
"Congressional District 11 (116th Congress), New Jersey!!2019 Estimate",94.2,91.5,75.4,575185.5793890000,32384.989782,704.021517,73922.259285,35905.097367000000,16192.494891,9856.301238000000,1408.043034,4224.129102,1408.043034,4224.129102,0.0,7744.2366870000000,68.177415,13.635483,122.71934700000000,0.0,82530.55500000000,7176.57,19376.739,7894.227000000000,48800.67600000000,527170.0,252514.43,274655.57
"Congressional District 12 (116th Congress), New Jersey!!2019 Estimate",95.4,93.9,74.4,384140.599416,125626.32079200000,2178.491112,127078.6482,74794.861512,23237.238528,7987.800744000000,1452.327408,5809.309632,726.163704,11618.619264,0.0,67533.22447200000,146.428072,20.918296000000000,146.428072,20.918296000000000,137463.088,15688.722000000000,29136.198,3735.41,88902.758,505109.0,243967.647,261141.353
"Congressional District 1 (116th Congress), New Mexico!!2019 Estimate",94.9,93.5,79.1,491646.30345600000,17842.002948,29736.67158,17842.002948,1982.444772,3304.07462,3304.07462,1321.629848,660.814924,5286.519392,1982.444772,660.814924,74011.271488,364.96891200000000,243.31260800000000,212.89853200000000,60.82815200000000,352526.79,200456.41000000000,4147.374,4147.374,143775.632,510328.0,244957.44,265370.56
"Congressional District 2 (116th Congress), New Mexico!!2019 Estimate",102.3,99.7,89.5,566340.7113,16596.0648,36649.643100000000,8298.0324,691.5027,691.5027,3457.5135,691.5027,691.5027,1383.0054,1383.0054,0.0,49096.691700000000,70.56150000000000,70.56150000000000,42.33690000000000,0.0,394438.785,322466.055,2116.8450000000000,2116.8450000000000,67739.04000000000,492566.0,246775.566,245790.434
"Congressional District 3 (116th Congress), New Mexico!!2019 Estimate",96.2,94.6,83.8,439263.687005,12781.026115000000,125792.204395,9417.598190000000,1345.37117,2018.0567550000000,3363.427925,0.0,672.685585,672.685585,672.685585,0.0,59196.33148,136.497075,300.29356500000000,136.497075,27.299415,285593.88,149096.805,2799.94,699.985,132997.15,519277.0,252368.622,266908.378
"Congressional District 1 (116th Congress), New York!!2019 Estimate",94.2,93.4,80.0,596953.70856,36305.95654400000,698.1914720000000,28625.850352000000,8378.297664000000,8378.297664000000,2094.5744160000000,0.0,2094.5744160000000,698.1914720000000,6981.914720000000,0.0,20945.744160000000,89.859168,14.976528,59.906112,0.0,127657.072,7844.848000000000,38511.07200000000,1426.336,79161.648,526240.0,253121.44000000000,273118.56
"Congressional District 2 (116th Congress), New York!!2019 Estimate",96.6,95.2,74.1,503111.6995640000,68080.06760000000,3404.0033800000000,27912.827716,9531.209464,5446.4054080000000,2042.4020280000000,0.0,1361.6013520000000,680.8006760000000,8169.608112000000,680.8006760000000,60591.260164000000,109.039944,36.346648,90.86662,0.0,164957.864,2795.896,39142.544000000000,2096.922,120223.52800000000,512037.0,250386.093,261650.907
"Congressional District 3 (116th Congress), New York!!2019 Estimate",97.8,93.7,79.9,519736.466186,20562.561418000000,3545.26921,118411.99161400000,38288.907468000000,41125.122836000000,5672.430736000000,0.0,17726.34605,709.0538420000000,14181.07684,0.0,30489.315206000000,66.768632,33.384316,133.537264,0.0,80557.806,4354.476,14514.92,2902.984,58785.426,536640.0,258660.48,277979.52
"Congressional District 4 (116th Congress), New York!!2019 Estimate",95.5,93.2,74.1,451739.37627000000,106456.411152,1400.7422520000000,51127.092198,21711.504906000000,11205.938016000000,7003.711260000000,0.0,3501.8556300000000,0.0,7003.711260000000,0.0,60932.287962,419.2002360000000,89.828622,149.71437000000000,29.942874000000000,163590.33600000000,7303.14,29212.56,5112.198000000000,122692.75200000000,512546.0,247047.17200000000,265498.828
"Congressional District 5 (116th Congress), New York!!2019 Estimate",89.3,86.6,70.4,126448.807599,359611.63779600000,5116.425741000000,110368.612413,60666.190929000000,8040.097593,10963.769445,730.917963,730.917963,0.0,29236.71852,730.917963,101597.59685700000,112.33214800000000,28.083037000000000,112.33214800000000,84.24911100000000,151800.2,9867.013,28083.037000000000,1518.002,111573.147,495842.0,228583.162,267258.838
"Congressional District 6 (116th Congress), New York!!2019 Estimate",93.3,90.8,78.9,285270.305929,37299.265182,2762.9085320000000,279053.761732,21412.541123,161630.149122,20031.086857,2072.181399,29010.539586000000,2762.9085320000000,42134.355113,0.0,63546.896236,165.003069,47.143734,259.29053700000000,0.0,142145.501,17857.475000000000,34286.352,2857.196,87144.478,434571.0,207724.938,226846.062
"Congressional District 7 (116th Congress), New York!!2019 Estimate",97.3,94.9,73.9,324002.82604,78161.506488,4008.282384,122252.612712,15365.082472,86178.07125600000,2672.188256,1336.094128,3340.2353200000000,2004.141192,10688.753024,668.047064,110895.81262400000,338.21629600000000,122.987744,215.22855200000000,30.746936,273228.454,41927.64,89445.632,2096.382,140457.594,443176.0,216713.06400000000,226462.93600000000
"Congressional District 8 (116th Congress), New York!!2019 Estimate",81.8,77.9,65.4,237866.9223,390673.837575,1505.4868500000000,45917.348925,10538.407950000000,16560.35535,2258.2302750000000,752.7434250000000,3763.717125,0.0,11291.151375,0.0,52692.03975000000,192.6526,48.16315,216.73417500000000,24.081575,132837.075,11652.375,47386.325,1553.65,73021.55,545882.0,237458.67,308423.33000000000
"Congressional District 9 (116th Congress), New York!!2019 Estimate",87.2,83.2,69.4,251106.479496,323941.231836,2080.992924,50637.494484000000,7630.307388,27052.908012,1387.328616,693.664308,1387.328616,693.664308,11792.293236,0.0,40232.529864,293.16861200000000,26.651692000000000,373.123688,53.30338400000000,87158.236,15126.636,23770.428,2160.948,46100.224,481363.0,218057.43900000000,263305.56100000000
"Congressional District 10 (116th Congress), New York!!2019 Estimate",95.6,91.7,74.5,487781.89059600000,26270.640396000000,2130.0519240000000,132773.236596,17040.415392000000,85912.094268,2840.0692320000000,3550.0865400000000,7100.1730800000000,1420.0346160000000,14910.363468000000,0.0,39050.951940000000,181.717536,22.714692,318.00568800000000,22.714692,98186.088,21981.96,20516.496,2930.928,52756.704000000000,498723.0,234898.53300000000,263824.467
"Congressional District 11 (116th Congress), New York!!2019 Estimate",94.5,91.2,74.3,499466.69216000000,55416.33328,1439.38528,110832.66656,12234.77488,72688.95664000000,5757.54112,719.69264,2159.07792,719.69264,16552.93072,0.0,35264.939360000000,88.4868,35.39472,141.57888,17.69736,127568.47000000000,24333.870000000000,55304.25,2212.17,45718.18,498830.0,233951.27,264878.73000000000
"Congressional District 12 (116th Congress), New York!!2019 Estimate",91.0,90.4,74.6,497769.7536,37858.54464000000,701.08416,108668.0448,23135.777280000000,46972.63872,6309.757440000000,7010.841600000000,13320.599040000000,2103.25248,9815.17824,0.0,32950.95552,197.40672,49.35168,320.78592000000000,0.0,104509.44000000000,12337.92,28304.64,4354.56,58786.560000000000,552090.0,262242.75,289847.25
"Congressional District 13 (116th Congress), New York!!2019 Estimate",90.8,87.4,58.1,213095.8935,209544.29527500000,4261.91787,30543.744735000000,6392.876805000000,8523.83574,2841.27858,1420.63929,3551.598225,1420.63929,5682.55716,1420.63929,213095.8935,1033.533875,82.68271000000000,248.04813000000000,82.68271000000000,409655.24500000000,48106.304000000000,84186.03200000000,6013.2880000000000,271349.621,485528.0,219944.18400000000,265583.816
"Congressional District 14 (116th Congress), New York!!2019 Estimate",102.8,100.1,74.6,275728.464576,69931.13232000000,3996.064704,118549.919552,21978.355872,44622.722528,14652.237248000000,666.010784,5994.0970560000000,3330.05392,27306.442144000000,0.0,167834.717568,275.87894400000000,91.95964800000000,214.57251200000000,0.0,347635.336,68969.736,59216.44,4179.984,215269.176,401473.0,198729.135,202743.865
"Congressional District 15 (116th Congress), New York!!2019 Estimate",86.5,80.7,60.1,115579.22663,297811.50420000000,2836.30004,12763.350180000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250303.47853,454.7248500000000,30.314990000000000,60.62998000000000,60.62998000000000,473209.60000000000,48799.740000000000,163405.19,2957.56,258047.11,421642.0,186787.406,234854.594
"Congressional District 16 (116th Congress), New York!!2019 Estimate",90.7,86.2,69.1,315371.99232,227295.12960000000,4972.080960000000,36225.16128,12785.351040000000,4972.080960000000,7102.9728000000000,2841.18912,4261.7836800000000,710.29728,4261.7836800000000,0.0,97310.72736000000,266.36148000000000,29.59572,177.57432,29.59572,207909.93300000000,36994.65,59191.44,5179.251000000000,106544.59200000000,506330.0,233924.46000000000,272405.54
"Congressional District 17 (116th Congress), New York!!2019 Estimate",95.4,94.0,77.6,495245.9604600000,80988.12378,716.7090600000000,43719.25266,17201.01744,8600.50872,6450.38154,2150.12718,5016.963420000000,716.7090600000000,4300.25436,0.0,75971.16036,165.16752,20.64594,144.52158000000000,20.64594,167379.585,21383.295,31706.265000000000,3686.775,110603.25,495562.0,237869.76000000000,257692.24000000000
"Congressional District 18 (116th Congress), New York!!2019 Estimate",100.1,97.5,80.6,536470.062976,73660.39724800000,2084.7282240000000,21542.191648,7644.003488000000,4864.365856000000,2084.7282240000000,694.9094080000000,2084.7282240000000,1389.8188160000000,2779.6376320000000,694.9094080000000,37525.108032000000,260.860512,71.143776,118.57296000000000,23.714592,131508.192,27307.712,57489.92,4311.744,43117.440000000000,530428.0,259909.72,270518.28
"Congressional District 19 (116th Congress), New York!!2019 Estimate",100.0,98.3,83.7,591652.5829890000,33284.703291000000,2037.8389770000000,10868.474544000000,3396.3982950000000,2717.1186360000000,679.2796590000000,679.2796590000000,1358.5593180000000,0.0,2037.8389770000000,0.0,20378.38977,239.04475100000000,86.925364,152.119387,43.462682,58884.924000000000,9113.143,21731.341,2804.044,25236.396000000000,555732.0,273975.876,281756.124
"Congressional District 20 (116th Congress), New York!!2019 Estimate",94.8,92.6,79.9,540925.2833040000,64247.83058400000,690.836888,36614.355064,13125.900872,8980.879544000000,2763.347552,690.836888,2072.5106640000000,690.836888,8980.879544000000,690.836888,15198.411536000000,766.3064640000000,174.16056,278.656896,34.832112,48619.823000000000,5079.683000000000,23947.077,725.669,18867.394,560724.0,269147.52,291576.48
"Congressional District 21 (116th Congress), New York!!2019 Estimate",104.8,104.5,87.3,628582.4827500000,19027.36164,3397.7431500000000,8154.58356,1359.09726,2718.19452,2038.64589,679.54863,679.54863,0.0,1359.09726,0.0,4756.84041,122.29096000000000,76.43185000000000,30.572740000000000,15.286370000000000,23624.390000000000,5558.68,10422.525,0.0,7643.185,546491.0,280349.88300000000,266141.117
"Congressional District 22 (116th Congress), New York!!2019 Estimate",98.5,96.2,81.8,590452.9240390000,25961.289783000000,1331.3481940000000,19970.22291,2662.6963880000000,7322.415067000000,665.6740970000000,665.6740970000000,665.6740970000000,665.6740970000000,6656.740970000000,0.0,6656.740970000000,431.62115700000000,90.86761200000000,90.86761200000000,22.716903000000000,27535.64,1376.782,15144.602,688.391,10325.865,533819.0,262105.129,271713.871
"Congressional District 23 (116th Congress), New York!!2019 Estimate",98.4,96.3,83.8,606657.231232,19461.349232,4026.486048,16105.944192,2684.324032,8052.972096,671.081008,671.081008,1342.162016,0.0,2013.243024,0.0,8724.053104,198.02390400000000,49.505976000000000,66.007968,16.501992,28878.486,4813.081000000000,15126.826000000000,687.583,8250.996000000000,540476.0,264833.24,275642.76
"Congressional District 24 (116th Congress), New York!!2019 Estimate",95.7,93.1,79.7,562417.477986,57389.538570000000,3375.85521,18904.789176,2700.684168,6076.539378000000,675.171042,675.171042,1350.342084,2700.684168,6076.539378000000,0.0,8102.052504,426.71932800000000,160.019748,106.67983200000000,80.009874,32986.527,4211.046,16844.184,2105.523,10527.615,539232.0,259370.59200000000,279861.408
"Congressional District 25 (116th Congress), New York!!2019 Estimate",93.7,90.5,76.8,519376.97475000000,109415.416014,1385.0052660000000,25622.597421000000,5540.0210640000000,5540.0210640000000,692.5026330000000,692.5026330000000,2077.507899,2770.0105320000000,8310.031596,1385.0052660000000,13850.052660000000,243.698037,44.308734,132.926202,22.154367,67177.758,4287.942,46452.705,2858.628,13578.483,547133.0,259341.042,287791.958
"Congressional District 26 (116th Congress), New York!!2019 Estimate",91.9,89.9,70.7,479647.49606400000,124681.096278,4087.9047960000000,32021.920902,10219.761990000000,4769.222262000000,681.3174660000000,681.3174660000000,1362.6349320000000,681.3174660000000,12945.031854,0.0,20439.523980000000,283.354942,87.186136,108.98267,21.796534,49217.98,2109.342,36561.928,1406.228,9140.482,540265.0,255545.345,284719.655
"Congressional District 27 (116th Congress), New York!!2019 Estimate",99.0,97.7,85.5,654353.0533980000,18352.944324000000,4235.294844,7058.824740000000,2117.647422,1411.7649480000000,705.8824740000000,0.0,1411.7649480000000,705.8824740000000,705.8824740000000,0.0,8470.589688,123.04373400000000,27.343052,41.014578,13.671526,20867.066,4317.3240000000000,10073.756,719.554,6475.986000000000,568055.0,280619.17,287435.83
