,TP Sex ratio (males per 100 females),TP18 Sex ratio (males per 100 females),TP65 Sex ratio (males per 100 females),One Race White,One Race Black or African American,One Race American Indian and Alaska Native,One Race Asian,One Race Asian Indian,One Race Chinese,One Race Filipino,One Race Japanese,One Race Korean,One Race Vietnamese,One Race Other Asian,One Race Native Hawaiian and Other Pacific Islander,One Race Some other race,Two Plus White and Black or African American,Two Plus White and American Indian and Alaska Native,Two Plus White and Asian,Two Plus Black or African American and American Indian and Alaska Native,        Hispanic or Latino (of any race),Latino - Mexican,Latino - Puerto Rican,Latino - Cuban,            Other Hispanic or Latino,"Citizen, 18 and over population",CVAP Male,CVAP Female
"Congressional District 1 (116th Congress), North Carolina!!2019 Estimate",89.8,86.8,72.2,350258.67900000000,330923.80500000000,3718.245000000000,13385.682000000000,3718.245000000000,2974.5960000000000,2974.5960000000000,743.6490000000000,743.6490000000000,1487.2980000000000,1487.2980000000000,743.6490000000000,24540.417000000000,218.36100000000000,59.553000000000000,79.404,59.553000000000000,68715.0,36648.0,3817.5,1527.0,26722.500000000000,570191.0,261717.66900000000,308473.331
"Congressional District 2 (116th Congress), North Carolina!!2019 Estimate",96.4,93.7,80.2,620751.373858,165994.796352,3458.224924,21613.905775000000,7781.006079000000,2593.668693,3458.224924,0.0,1729.112462,1729.112462,4322.781155000000,864.556231,27665.799392,215.91692100000000,95.96307600000000,143.94461400000000,23.990769000000000,86189.059,46204.444,13328.205,3554.188,23990.769000000000,636164.0,305994.884,330169.11600000000
"Congressional District 3 (116th Congress), North Carolina!!2019 Estimate",103.5,102.3,82.2,537529.4809440000,145397.31861600000,2937.3195680000000,10280.618488,734.3298920000000,1468.6597840000000,5140.309244,734.3298920000000,734.3298920000000,0.0,1468.6597840000000,734.3298920000000,11014.948380000000,356.50040400000000,109.69243200000000,219.38486400000000,54.846216000000000,63987.252,40372.909,11426.295,761.753,11426.295,581048.0,294591.336,286456.664
"Congressional District 4 (116th Congress), North Carolina!!2019 Estimate",93.9,92.2,75.4,510338.988,192227.68548000000,4252.8249000000000,79953.10812,37424.85912000000,17011.299600000000,2551.6949400000000,1701.1299600000000,6804.519840000000,4252.8249000000000,9356.214780000000,0.0,41677.68402000000,204.34518000000000,68.11506,136.23012,0.0,99552.78,42790.23,12225.780000000000,2619.81,41916.96,610536.0,290004.6,320531.4
"Congressional District 5 (116th Congress), North Carolina!!2019 Estimate",93.5,91.3,78.7,593915.547511,110095.315869,3744.7386350000000,11234.215905000000,2246.843181,5242.634089,748.9477270000000,748.9477270000000,748.9477270000000,748.9477270000000,1497.8954540000000,748.9477270000000,13481.059086000000,112.45691100000000,64.261092,64.261092,0.0,76501.3,52020.884000000000,6120.104,765.013,17595.299,583346.0,277672.696,305673.304
"Congressional District 6 (116th Congress), North Carolina!!2019 Estimate",92.1,89.1,77.1,544317.6631000000,152777.4541,4606.3554,13051.340300000000,3070.9036,2303.1777,767.7259,767.7259,767.7259,3838.6295,1535.4518,0.0,29941.310100000000,356.1615,71.2323,47.4882,118.7205,83104.35000000000,56985.840000000000,7123.2300000000000,1582.94,18203.81,581560.0,273914.76,307645.24
"Congressional District 7 (116th Congress), North Carolina!!2019 Estimate",91.4,89.6,79.6,591373.851132,141898.015218,7134.537078,7134.537078,1585.4526840000000,1585.4526840000000,792.7263420000000,0.0,2378.179026,0.0,0.0,792.7263420000000,22196.337576000000,236.75658000000000,94.702632,94.702632,94.702632,79190.99400000000,48984.120000000000,4082.01,816.402,26124.864,621515.0,292733.565,328781.435
"Congressional District 8 (116th Congress), North Carolina!!2019 Estimate",98.2,95.6,76.9,502831.88115,179026.83075000000,9340.5303,22572.948225,6227.0202,3113.5101,3113.5101,0.0,3113.5101,1556.75505,5448.642675,1556.75505,28799.968425000000,660.19455,220.06485,220.06485,110.032425,89656.05,42382.86,17116.155000000000,2445.165,26896.815000000000,591696.0,288747.648,302948.352
"Congressional District 9 (116th Congress), North Carolina!!2019 Estimate",94.0,91.6,75.1,500067.7227,152194.5243,59014.203300000000,22518.577575000000,10871.037450000000,3106.0107,1553.00535,776.502675,2329.5080250000000,1553.00535,2329.5080250000000,776.502675,22518.577575000000,119.46195,99.551625,119.46195,19.910325,60527.388,32652.933000000000,7964.13,1592.826,18317.499,574114.0,273278.264,300835.73600000000
"Congressional District 10 (116th Congress), North Carolina!!2019 Estimate",93.6,89.6,77.1,614787.100452,95397.99834600000,3785.6348550000000,13628.285478000000,757.126971,757.126971,1514.253942,757.126971,0.0,757.126971,9085.523652,757.126971,15142.539420000000,131.97626100000000,43.992087000000000,43.992087000000000,0.0,54797.16100000000,33958.804000000000,3858.955,3087.164,13892.238000000000,591040.0,278970.88,312069.12
"Congressional District 11 (116th Congress), North Carolina!!2019 Estimate",95.5,93.3,82.4,679040.9606800000,25037.264472,13656.689712000000,8345.754824,1517.409968,758.704984,758.704984,758.704984,758.704984,758.704984,3034.819936,758.704984,19726.329584,97.349112,55.62806400000000,41.721048,13.907016000000000,51765.004,31677.092000000000,3863.06,2317.8360000000000,13907.016000000000,607938.0,291810.24,316127.76
"Congressional District 12 (116th Congress), North Carolina!!2019 Estimate",92.3,89.4,71.0,387200.925936,323386.074,3449.4514560000000,50017.046112,19834.345872,6036.540048,2587.088592,0.0,862.3628640000000,8623.62864,11210.717232,0.0,68989.02912,323.7204960000000,88.28740800000000,176.57481600000000,58.85827200000000,141794.928,54399.312,11593.296,2675.376,72235.152,599115.0,276791.13,322323.87000000000
"Congressional District 13 (116th Congress), North Carolina!!2019 Estimate",94.6,90.4,78.2,514795.37360000000,172607.86056,3785.2601,28010.924740000000,7570.5202,3028.2080800000000,757.0520200000000,757.0520200000000,757.0520200000000,5299.36414,9841.676260000000,0.0,15141.0404,280.96776,117.0699,93.65592,46.82796,66339.61,35120.97,7804.66,780.466,22633.514,581381.0,275574.594,305806.406
"Congressional District (at Large) (116th Congress), North Dakota!!2019 Estimate",103.9,103.8,84.9,632272.172532,21370.504666,39793.353516,10316.795356000000,736.913954,2210.7418620000000,2210.7418620000000,736.913954,736.913954,736.913954,3684.56977,2947.655816,5895.311632,226.33241400000000,326.92459800000000,176.03632200000000,25.148046000000000,30482.48,19813.612,3810.31,0.0,6858.558000000000,567545.0,289447.95,278097.05
"Congressional District 1 (116th Congress), Ohio!!2019 Estimate",97.1,94.5,78.4,514186.82567,155637.87934000000,0.0,29091.1924,12363.75677,7272.7981,1454.55962,727.27981,1454.55962,727.27981,4363.67886,727.27981,5090.958670000000,314.9046600000000,67.47957,89.97276,22.49319,25492.282000000000,8247.503,3748.8650000000000,1499.546,11246.595,550781.0,266027.223,284753.777
"Congressional District 2 (116th Congress), Ohio!!2019 Estimate",93.6,91.7,77.6,613026.017788,65427.370808,711.1670740000000,9956.339036,2844.6682960000000,2844.6682960000000,1422.3341480000000,711.1670740000000,0.0,711.1670740000000,711.1670740000000,0.0,3555.8353700000000,208.82318600000000,75.93570400000000,113.90355600000000,37.96785200000000,17523.624,8031.661000000000,2190.453,0.0,7301.51,555323.0,265444.394,289878.606
"Congressional District 3 (116th Congress), Ohio!!2019 Estimate",95.1,93.8,70.9,409536.42576000000,268370.46082,1551.27434,34128.03548,12410.19472,6205.09736,1551.27434,775.63717,1551.27434,1551.27434,10858.920380000000,775.63717,24820.38944,841.5622600000000,153.01132,267.76981,153.01132,58600.08000000000,32555.600000000000,5697.23,813.89,19533.36,565727.0,272680.41400000000,293046.586
"Congressional District 4 (116th Congress), Ohio!!2019 Estimate",99.2,97.8,82.6,616331.5517370000,35889.40726800000,1380.3618180000000,8282.170908000000,4141.085454000000,690.1809090000000,690.1809090000000,0.0,690.1809090000000,690.1809090000000,1380.3618180000000,690.1809090000000,6211.628181000000,397.44163800000000,132.480546,66.240273,0.0,27778.179,17094.264,7122.610000000000,712.261,3561.3050000000000,550776.0,272634.12,278141.88
"Congressional District 5 (116th Congress), Ohio!!2019 Estimate",97.3,94.1,79.5,640643.965056,21073.81464,2107.381464,9834.446832,2107.381464,2107.381464,2107.381464,702.460488,702.460488,0.0,1404.920976,702.460488,9834.446832,243.76965600000000,56.25453600000000,75.006048,0.0,43272.72,31733.328000000000,4327.272,0.0,6490.908,553726.0,267449.658,286276.342
"Congressional District 6 (116th Congress), Ohio!!2019 Estimate",98.8,97.8,84.7,654130.1061120000,14429.340576000000,0.0,3435.557280000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3435.557280000000,134.070528,22.345088,0.0,0.0,8379.408,6284.5560000000000,698.284,0.0,698.284,549999.0,272249.505,277749.495
"Congressional District 7 (116th Congress), Ohio!!2019 Estimate",98.5,95.4,80.4,653507.279856,29801.634912000000,1419.1254720000000,4966.939152,1419.1254720000000,1419.1254720000000,709.5627360000000,0.0,0.0,709.5627360000000,709.5627360000000,0.0,2838.2509440000000,191.930904,87.24132,34.896528000000000,0.0,21083.319,10178.154000000000,5089.077000000000,727.011,5816.088,553091.0,269355.31700000000,283735.683
"Congressional District 8 (116th Congress), Ohio!!2019 Estimate",96.6,93.9,81.7,627316.678625,48751.467596,716.9333470000000,17206.400328,1433.8666940000000,5735.466776000000,3584.666735,1433.8666940000000,0.0,2150.800041,2150.800041,0.0,5735.466776000000,253.16479500000000,33.755306,50.632959,0.0,27151.007000000000,14676.220000000000,2201.433,1467.622,9539.543000000000,547822.0,265145.848,282676.152
"Congressional District 9 (116th Congress), Ohio!!2019 Estimate",91.6,89.0,75.7,496823.30540000000,106033.43028000000,2667.5076800000000,14004.41532,1333.7538400000000,2667.5076800000000,2000.6307600000000,0.0,666.8769200000000,2000.6307600000000,5335.015360000000,666.8769200000000,17338.79992,705.94084,153.46540000000000,92.07924000000000,61.386160000000000,76035.13,23019.81,41854.2,2092.71,9068.410000000000,520939.0,244841.33,276097.67000000000
"Congressional District 10 (116th Congress), Ohio!!2019 Estimate",93.9,90.9,75.9,522363.7344800000,112083.34435200000,2767.489984,14529.322416000000,4151.234976,2075.617488,1383.744992,691.872496,1383.744992,2767.489984,691.872496,691.872496,8302.469952,796.0876000000000,127.37401600000000,254.74803200000000,31.843504000000000,22435.196,11579.456,2894.864,723.716,7960.876000000000,552940.0,262646.5,290293.5
"Congressional District 11 (116th Congress), Ohio!!2019 Estimate",91.9,88.5,70.8,264303.23902,351297.52121000000,2656.31396,15937.88376,4648.549430000000,4648.549430000000,1328.15698,664.07849,1992.23547,664.07849,1992.23547,0.0,9961.17735,349.15467,20.53851,41.07702,61.61553,32861.616,6161.553000000000,19853.893,684.617,6161.553000000000,525057.0,245201.619,279855.38100000000
"Congressional District 12 (116th Congress), Ohio!!2019 Estimate",96.5,93.9,77.5,662816.3013000000,38313.081,1532.52324,37546.81938,21455.32536,8428.877820000000,1532.52324,766.26162,2298.78486,1532.52324,1532.52324,0.0,4597.56972,242.80718,88.29352000000000,198.66042,22.073380000000000,20496.710000000000,8671.685000000000,3941.675,788.335,7095.015000000000,588304.0,284739.136,303564.864
"Congressional District 13 (116th Congress), Ohio!!2019 Estimate",93.8,92.1,73.5,553505.3930560000,85888.767888,681.6568880000000,16359.765312000000,2044.9706640000000,1363.3137760000000,681.6568880000000,0.0,1363.3137760000000,681.6568880000000,10224.85332,0.0,3408.2844400000000,383.07990400000000,45.068224,157.73878400000000,45.068224,24646.685,4225.146,14083.82,1408.382,5633.528,560255.0,266681.38,293573.62
"Congressional District 14 (116th Congress), Ohio!!2019 Estimate",96.1,93.0,80.3,629982.04698,34222.97151,698.42799,13270.131810000000,4888.995930000000,3492.13995,1396.85598,698.42799,1396.85598,698.42799,2095.28397,0.0,3492.13995,164.4201,49.326030000000000,98.65206000000000,0.0,23590.710000000000,9293.310000000000,8578.44,0.0,5004.090000000000,553234.0,265552.32,287681.68
"Congressional District 15 (116th Congress), Ohio!!2019 Estimate",102.4,101.0,82.2,670814.513152,35306.027008,1502.3841280000000,21033.377792,7511.92064,5258.344448,751.1920640000000,751.1920640000000,1502.3841280000000,751.1920640000000,4507.152384,0.0,3755.96032,147.77548800000000,92.35968000000000,129.303552,18.471936000000000,18471.936,10005.632000000000,3078.656,0.0,4617.984,594787.0,299177.861,295609.139
"Congressional District 16 (116th Congress), Ohio!!2019 Estimate",97.2,93.5,84.3,654525.836928,13415.308416000000,706.068864,17651.7216,8472.826368,3530.3443200000000,1412.137728,0.0,1412.137728,706.068864,1412.137728,0.0,5648.550912,136.75136,41.025408,54.700544,0.0,18713.344,7197.4400000000000,5038.208,0.0,6477.696000000000,556708.0,268333.256,288374.744
"Congressional District 1 (116th Congress), Oklahoma!!2019 Estimate",96.1,92.8,77.4,529510.14,64047.64000000000,46173.88,24576.420000000000,2978.96,2234.2200000000000,1489.48,744.74,744.74,5213.180000000000,10426.360000000000,744.74,19363.24,777.12,3108.48,259.04,388.56,96330.5,74474.0,4857.0,809.5,16999.5,574642.0,275253.518,299388.482
"Congressional District 2 (116th Congress), Oklahoma!!2019 Estimate",99.2,96.2,85.1,438320.62387000000,21284.157760000000,114402.34796,4655.9095100000000,0.0,665.1299300000000,665.1299300000000,0.0,665.1299300000000,665.1299300000000,1995.3897900000000,1330.2598600000000,12637.46867,657.65656,7398.6363,82.20707,246.62121000000000,42598.209,35872.176,2242.011,747.337,3736.685,565049.0,276874.01,288174.99
"Congressional District 3 (116th Congress), Oklahoma!!2019 Estimate",100.3,99.2,80.4,586662.1009200000,26465.95944,49256.091180000000,10292.317560000000,1470.33108,1470.33108,1470.33108,0.0,735.16554,4410.99324,1470.33108,1470.33108,16908.807420000000,469.2546,1877.0184,140.77638,93.85092,82901.646,68041.917,2346.273,0.0,12513.456,568862.0,283293.276,285568.724
"Congressional District 4 (116th Congress), Oklahoma!!2019 Estimate",100.8,98.7,82.1,550827.2584000000,52075.5464,43274.045600000000,17603.0016,2200.3752,2933.8336,3667.2920000000000,733.4584,1466.9168,4400.7504,2200.3752,733.4584,13202.251200000000,654.1656,2319.3144000000000,297.348,416.2872000000000,69777.664,53126.17600000000,4757.568,0.0,11893.92,594411.0,295422.26700000000,298988.733
"Congressional District 5 (116th Congress), Oklahoma!!2019 Estimate",95.9,92.5,78.7,546593.3061750000,102924.84510000000,37427.2164,26510.94495,6237.8694,2339.201025,1559.46735,779.733675,1559.46735,8577.070425,6237.8694,779.733675,22612.276575000000,544.5759000000000,1043.7704750000000,272.28795000000000,317.66927500000000,145220.24000000000,123767.25,2475.3450000000000,0.0,18977.645,572095.0,272889.315,299205.685
"Congressional District 1 (116th Congress), Oregon!!2019 Estimate",98.1,96.3,80.8,641180.248125,14702.222250000000,5717.5308750000000,73511.11125,16335.8025,15519.012375,8984.691375,4900.74075,8984.691375,11435.061750000000,7351.111125000000,3267.1605,39205.926,378.76387500000000,462.93362500000000,589.1882500000000,0.0,128831.25,103065.0,4294.375,858.875,21471.875,617472.0,302561.28000000000,314910.72000000000
"Congressional District 2 (116th Congress), Oregon!!2019 Estimate",99.3,97.8,88.1,726484.054842,6479.233488,18627.796278000000,8908.946046000000,809.904186,2429.712558,1619.808372,1619.808372,1619.808372,809.904186,809.904186,1619.808372,17007.987906000000,124.47125600000000,560.1206520000000,186.70688400000000,0.0,119425.124,105127.75,841.022,841.022,13456.352,638108.0,313949.13600000000,324158.864
"Congressional District 3 (116th Congress), Oregon!!2019 Estimate",99.4,97.7,83.8,629777.056128,38656.39219200000,6442.732032000000,59595.27129600000,3221.3660160000000,16106.830080000000,4832.049024000000,4026.7075200000000,3221.3660160000000,15301.488576000000,12885.464064000000,4832.049024000000,20938.879104000000,668.8429440000000,429.970464,764.3919360000000,0.0,98961.45600000000,77633.556,2559.348,2559.348,17062.32,641510.0,316264.43,325245.57
"Congressional District 4 (116th Congress), Oregon!!2019 Estimate",96.9,95.1,85.1,685161.8652000000,7015.309200000000,7015.309200000000,17928.0124,1558.9576,5456.351600000000,2338.4364,1558.9576,1558.9576,1558.9576,4676.8728,1558.9576,21045.9276,246.15120000000000,943.5796,451.2772000000000,0.0,69742.84000000000,51691.752,2461.512,820.504,14769.072000000000,650640.0,315560.40000000000,335079.60000000000
"Congressional District 5 (116th Congress), Oregon!!2019 Estimate",97.3,95.4,79.7,669253.71656,7187.689080000000,9583.58544,23160.331480000000,1597.26424,3993.1606,2395.89636,2395.89636,3993.1606,2395.89636,6389.05696,1597.26424,43924.7666,410.2909200000000,911.7576000000000,547.05456,0.0,149426.94,124100.34,2532.66,844.22,21949.72,614474.0,297405.41600000000,317068.58400000000
"Congressional District 1 (116th Congress), Pennsylvania!!2019 Estimate",95.7,94.7,81.2,596458.6811260000,32826.180343,698.4293690000000,43302.620878,21651.310439,6984.29369,1396.8587380000000,0.0,4190.576214000000,2793.7174760000000,5587.4349520000000,0.0,11174.869904000000,134.83467900000000,29.963262000000000,89.88978600000000,0.0,39237.605,9987.754000000000,16408.453,1426.8220000000000,12127.987000000000,542506.0,262572.904,279933.096
